genes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
Rnf103,0.0,0.11975761,0.0,0.1530034,0.2309267,0.26542348,0.0,0.22311553,0.0,0.05373097,0.048721068,0.079960175,0.057973556,0.05762306,0.04878126,0.05801912,0.06324417,0.04346299,0.0270125,0.049882703,0.011860167,0.035086922,0.022087872,0.028887402,0.013829292,0.021030793,0.025103943,0.0052728294,0.012475252,0.013520334,0.033496883,0.008471084,0.014161416,0.014490944,0.034537327,0.0153220445,0.020535221,0.008408834,0.0,0.025856458,0.0,0.04002009,0.011262359,0.013068097,0.0,0.0,0.0,0.0,0.0,0.0
Klf6,2.1997697,2.417268,2.157957,1.8830981,1.998899,1.7746617,1.4843019,1.2418238,1.6221504,1.8094144,1.8268282,1.8690462,1.8155338,1.568607,1.4729224,1.4984385,1.4635994,1.4821222,1.5884533,1.6342288,1.6300298,1.7199395,1.6571506,1.6599946,1.539165,1.5049556,1.58993,1.4833372,1.4313152,1.6151401,1.4781342,1.5070617,1.4819127,1.3865165,1.4249474,1.5999807,1.6150144,1.5244259,1.522887,1.5965682,1.3949882,1.3950838,1.5151906,1.4657562,1.4046692,1.329466,1.2257779,1.6332624,1.4601986,3.0332844
Mbnl1,0.0,1.2749184,1.0252662,0.9169926,0.7007581,1.1337125,0.6319431,0.5697604,0.37414888,0.30501392,0.3479383,0.35752144,0.35276732,0.3534287,0.35955185,0.30016685,0.27758902,0.33779043,0.3404654,0.32590863,0.31811136,0.3513392,0.35015562,0.37943962,0.44510752,0.37875882,0.3863873,0.3628782,0.31639025,0.37424716,0.27282846,0.26367185,0.18200591,0.22524726,0.22860526,0.13610086,0.15536095,0.17296468,0.087680705,0.19778723,0.15094143,0.085346445,0.13511136,0.12146486,0.009037702,0.10179162,0.09213083,0.24411663,0.0,0.0
Acly,0.0,0.1318458,0.37105003,0.2320183,0.10615992,0.15338045,0.38299865,0.0,0.12042664,0.08407532,0.049614526,0.047134,0.06013595,0.068665616,0.069630235,0.047377218,0.043917388,0.05177522,0.04761624,0.036033254,0.04359015,0.04200077,0.031490277,0.043823324,0.033003632,0.0313858,0.06313061,0.0,0.023352645,0.04227752,0.038520392,0.0,0.031211771,0.005632055,0.010338692,0.0072068083,0.037597917,0.016124891,0.0115074115,0.037383407,0.010552665,0.0129547585,0.0,0.022667594,0.0,0.06892945,0.0,0.0,0.0,0.0
Bin1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098483846,0.07376961,0.091878735,0.07395776,0.06213478,0.058104098,0.057531655,0.06520288,0.0908104,0.06411722,0.04940946,0.07607649,0.039288435,0.011255614,0.029885953,0.007325788,0.015708541,0.038367596,0.012887919,0.013354773,0.016226262,0.014147685,0.0,0.0,0.010131439,0.0,0.0,0.01709529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Proz,0.0,0.0,0.0,0.0,0.0,0.0,0.062591136,0.0,0.0438439,0.05247509,0.0638164,0.07173231,0.04592714,0.028701954,0.03057196,0.04159823,0.03618039,0.023044229,0.053560797,0.02319992,0.03237765,0.008541544,0.01121547,0.010769021,0.005242331,0.02294108,0.009895454,0.006992277,0.0,0.0,0.0102372505,0.020833455,0.0,0.018926613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4932438A13Rik,0.0,0.5865322,0.5096297,0.42943665,0.59925574,0.29709643,0.5558054,0.3730361,0.15503041,0.15593097,0.11354504,0.07662647,0.09992536,0.11091903,0.11144424,0.09464267,0.08467999,0.07888796,0.08146891,0.082255915,0.055359736,0.12743346,0.12693661,0.11250301,0.091927454,0.090424925,0.075775184,0.06736344,0.07798866,0.07214572,0.040528044,0.07373355,0.04723492,0.08186007,0.029766196,0.008698519,0.03970257,0.03819141,0.030873595,0.0092657115,0.038491253,0.057164215,0.02259245,0.012889619,0.01187143,0.0,0.03730399,0.0,0.0,0.0
Fem1c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06700499,0.0909883,0.10555528,0.12115972,0.09219891,0.06733558,0.05669087,0.065618284,0.06654911,0.064168654,0.08738854,0.09307134,0.058720127,0.047880106,0.03808338,0.08003294,0.03150344,0.031444352,0.057636343,0.02176506,0.012801443,0.0,0.023533449,0.008433358,0.024318377,0.016966801,0.0,0.035437975,0.0,0.0,0.0,0.034663685,0.023896903,0.015221419,0.01798298,0.016020544,0.0,0.0,0.046693828,0.0,0.0,0.0
Fmnl1,0.821234,0.8570713,0.87926286,0.7904748,0.51838785,0.40333596,0.7051094,0.4140333,0.65529025,0.64753425,0.64378226,0.6022763,0.50334215,0.4901287,0.47597596,0.5492251,0.47109443,0.54457,0.55728465,0.56457096,0.50689626,0.5226583,0.49544165,0.44522014,0.41611,0.5359739,0.4970242,0.5110077,0.46779352,0.56195396,0.44324276,0.5381458,0.4116049,0.4129412,0.3244515,0.38333723,0.3408083,0.32320538,0.27294815,0.29856223,0.38070711,0.32599208,0.33429268,0.38333273,0.31288457,0.35607377,0.14229551,0.16595921,0.12729841,0.0
Fbxo11,0.53281075,0.45139477,0.512994,0.44891104,0.16873632,0.32589385,0.2699832,0.22872075,0.117114514,0.11587175,0.21747522,0.17897351,0.13004708,0.13222417,0.11977841,0.11693179,0.100023225,0.110086024,0.11260187,0.10908275,0.10252956,0.10422325,0.09368189,0.13986062,0.1379049,0.11939753,0.10398111,0.11836689,0.11399441,0.11227069,0.06385975,0.102056906,0.06844542,0.05059563,0.053331763,0.09651185,0.0733064,0.047023196,0.036041074,0.08791943,0.018465757,0.053913616,0.06319321,0.09387143,0.061399393,0.0,0.028581565,0.0,0.0,0.0
Hao1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03792703,0.010581496,0.060084227,0.0823148,0.038263563,0.03202302,0.030353008,0.022098992,0.031161057,0.0363645,0.034175593,0.023101341,0.037883032,0.0148543725,0.0037693395,0.021380136,0.016002702,0.008558647,0.019842798,0.0,0.0,0.0,0.0,0.008069052,0.006706229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pbxip1,0.0,0.0,0.05182209,0.060391743,0.0498044,0.0,0.090380825,0.11306804,0.0677377,0.16727358,0.18860221,0.18074147,0.18026383,0.1483234,0.1458364,0.13871646,0.14314234,0.20543051,0.17089605,0.19092865,0.15219879,0.0969262,0.11437803,0.116131626,0.06374438,0.10014744,0.07864154,0.07164469,0.0345579,0.115635805,0.079411454,0.056012433,0.05286779,0.02479618,0.093404554,0.09231054,0.025940312,0.03939767,0.008766255,0.030668786,0.019768348,0.029467268,0.045304943,0.05452084,0.017657714,0.1534456,0.044089314,0.0,0.0,1.0284929
Klf16,0.0,0.0,0.06892836,0.046044387,0.044018712,0.0,0.055020284,0.0,0.069309115,0.027274217,0.09468805,0.11928152,0.08573315,0.055697147,0.05535253,0.051630504,0.050420184,0.068476535,0.042263977,0.06976722,0.049300037,0.012116344,0.021796511,0.040225614,0.008489117,0.07412252,0.025832681,0.016633235,0.008521996,0.01806044,0.04005936,0.018391913,0.01574096,0.026962081,0.04336503,0.03986683,0.009195024,0.012646227,0.013705102,0.017641228,0.006891401,0.0,0.02553712,0.0,0.01836864,0.0,0.0,0.0,0.0,0.0
Slc49a4,0.0,0.1318458,0.11314053,0.0,0.13902797,0.13366063,0.0,0.20817688,0.029799959,0.121969394,0.15847471,0.19272815,0.13347325,0.094766356,0.08849479,0.059574194,0.08344427,0.09006491,0.06654754,0.048740666,0.08837674,0.09166884,0.062953435,0.102591924,0.060310982,0.08899783,0.07351393,0.11365938,0.06437224,0.052061133,0.07756656,0.045088165,0.031056674,0.061950244,0.03817506,0.03364946,0.049534544,0.051679075,0.029078504,0.044958036,0.023583036,0.036937617,0.0725785,0.011015937,0.031588055,0.0,0.0,0.0,0.0,0.0
LOC106021521,0.0,0.0,0.0,0.0,0.0,0.0,0.062591136,0.0,0.2729995,0.13892871,0.17923504,0.20801765,0.16560484,0.14247143,0.1572139,0.1981619,0.22094819,0.24367136,0.19227283,0.20423476,0.19390588,0.13790002,0.11050993,0.08320202,0.097953066,0.102676935,0.0710769,0.08619261,0.020928914,0.06641325,0.05128929,0.011903097,0.08540786,0.048744038,0.031549294,0.053154837,0.01428589,0.05307956,0.0,0.057350017,0.034799393,0.06452995,0.0,0.07328545,0.03300126,0.0,0.0,0.16595921,0.0,0.0
Ccdc61,0.0,0.0,0.057871103,0.09182461,0.10887714,0.0,0.19622678,0.14725932,0.028123736,0.1373371,0.11304983,0.13742751,0.13871183,0.12459786,0.12537923,0.16105638,0.1659773,0.1808817,0.16611119,0.17079398,0.16387618,0.13548933,0.09018413,0.07017217,0.107818685,0.075774096,0.024870783,0.035208397,0.04300998,0.066343114,0.026582299,0.0077543794,0.064421944,0.030654086,0.03367889,0.008684647,0.017366612,0.018515415,0.015277308,0.013058984,0.014153095,0.011987394,0.0,0.0,0.01954181,0.0,0.0,0.0,0.0,0.0
Tspan32,0.0,0.0,0.035407245,0.0755565,0.084363274,0.0,0.15706551,0.19920127,0.11645535,0.04855666,0.031707454,0.04115851,0.0323761,0.03230402,0.04460515,0.024213351,0.02593532,0.020344688,0.016424268,0.01644706,0.025158368,0.00938132,0.00791582,0.008357855,0.0071989014,0.021157911,0.017488874,0.0065767183,0.0,0.009127962,0.006593711,0.0,0.006931847,0.0,0.008159439,0.007967853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027532274,0.031972215,0.023638336,0.0,0.0,0.0,0.0
Kif19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03323924,0.06400863,0.105739295,0.10414092,0.07902913,0.06413321,0.09074162,0.070808634,0.110922456,0.081168815,0.11022573,0.09865585,0.09698994,0.05462528,0.020959739,0.039326828,0.015680995,0.06267966,0.016149994,0.006992277,0.011913224,0.0,0.0,0.0,0.015024329,0.01089741,0.0,0.00932511,0.0,0.013858772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
St3gal4,0.0,0.0,0.059258483,0.046044387,0.0,0.0,0.062591136,0.0,0.08511317,0.29508227,0.35644546,0.41076383,0.3101612,0.23539943,0.22598574,0.2804312,0.29779556,0.25723863,0.3485838,0.3462586,0.37119907,0.19572075,0.18900523,0.25107357,0.17179526,0.23240982,0.12114502,0.15520275,0.1520548,0.31024227,0.22639976,0.13222262,0.23434564,0.32618105,0.18261208,0.15367776,0.24614578,0.14348558,0.041365746,0.16311774,0.079126276,0.079976216,0.15390043,0.06807486,0.06081601,0.09039526,0.03361283,0.0,0.0,0.0
Alpl,0.43550077,0.0,0.34477383,0.17063244,0.15102865,0.20319335,0.15998217,0.070340015,0.027810404,0.046061188,0.052266456,0.040911086,0.04166313,0.051648993,0.050767258,0.03710467,0.02930488,0.019432811,0.02536946,0.020323431,0.0064118574,0.0050328015,0.023800695,0.009602709,0.020968758,0.033342198,0.035976455,0.013741282,0.030181166,0.0,0.015804505,0.030300127,0.01656154,0.017715665,0.013233468,0.051867392,0.04781837,0.0089668855,0.020589912,0.012669844,0.021706576,0.01982351,0.012110286,0.015466569,0.036716953,0.0,0.11790331,0.0,0.0,0.0
Msn,1.220359,1.06677,1.3673259,1.3491744,1.3247633,1.4345556,1.2479582,1.1631565,1.3897719,1.4238901,1.369479,1.423689,1.3584133,1.2626368,1.1737337,1.2109675,1.1613988,1.2101249,1.1882306,1.1807392,1.1122512,1.0812896,1.2105275,1.1905729,1.210029,1.2338257,1.1920358,1.3444109,1.2147107,1.2410523,1.3511593,1.2052599,1.2490381,1.1206536,1.2463634,1.1367469,1.1820403,1.1679006,1.097712,1.2362897,1.1702136,1.1333115,1.1812711,1.0340296,1.0252962,1.1073753,1.038493,1.0028813,1.0935977,2.102595
Chit1,0.43550077,0.5039887,0.5212869,0.6180613,0.49846765,0.384191,0.32523844,0.58351725,0.19744347,0.16644776,0.110766746,0.09872739,0.15327899,0.15075026,0.17466694,0.18989569,0.13433509,0.14985277,0.11458123,0.1274082,0.13432673,0.16404195,0.17762595,0.15321033,0.1381676,0.162092,0.10629422,0.11608191,0.12009209,0.09802824,0.084529296,0.08102731,0.02107282,0.040964317,0.008159439,0.02900189,0.011710803,0.047281634,0.015167522,0.03585499,0.00802409,0.01956853,0.0,0.013493718,0.0,0.0,0.0,0.0,0.0,0.0
COX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09282367,0.23773667,0.29902014,0.28872547,0.26099434,0.2059848,0.18602967,0.20813657,0.23045668,0.26386335,0.19492194,0.1590689,0.19832267,0.13012895,0.11719947,0.10008281,0.14536642,0.104336165,0.11775584,0.20726982,0.09150242,0.13900338,0.08109582,0.051898025,0.13197929,0.1507199,0.14410834,0.19791287,0.08778124,0.105176054,0.029263336,0.1101448,0.026582805,0.053440362,0.06310944,0.111578956,0.08611112,0.103806585,0.15780245,0.13700208,0.12729841,0.0
Evi2b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12173653,0.12258556,0.13951464,0.09742215,0.07297387,0.10368289,0.1406776,0.16487901,0.16045707,0.11997239,0.068847254,0.10594888,0.053332653,0.023475649,0.04335117,0.047829475,0.023105811,0.027163833,0.035999727,0.019862454,0.009644223,0.019783866,0.008180862,0.07952563,0.008847165,0.011137663,0.05145788,0.0,0.026245086,0.013705102,0.021729475,0.0,0.0,0.018428741,0.038974185,0.0,0.063120075,0.0,0.0,0.12459522,0.0
Zmynd8,0.0,0.1614946,0.083966546,0.11949766,0.2152422,0.07184127,0.12900539,0.0,0.18031046,0.15479587,0.091312066,0.12801711,0.08570658,0.09054674,0.07767886,0.08565971,0.08791159,0.11473292,0.078131974,0.065241285,0.03991902,0.035464447,0.032820426,0.0595166,0.038446676,0.042790655,0.066235036,0.04492431,0.060321484,0.023527332,0.015088086,0.041890472,0.055958852,0.05446777,0.049009845,0.072879545,0.01268318,0.044419773,0.0,0.026807643,0.009258463,0.027868638,0.029545622,0.021491261,0.014914888,0.0,0.0,0.0,0.0,0.0
Ifitm6,0.43550077,0.4913042,1.2801936,1.6746432,1.7619606,2.6730742,1.816303,2.1673942,2.255822,1.958234,1.5779274,1.3706546,2.0099878,2.5328815,2.3459988,1.7861607,1.4799997,1.5039071,1.6401821,1.898784,1.9519542,2.56078,2.5661402,2.4095817,2.38243,2.2054682,2.4039557,1.9514358,2.2164896,1.9986264,1.8110423,1.7807289,1.3922846,1.107574,1.0649148,0.8873251,0.9807294,0.8774569,0.7523085,0.5835335,0.68170273,0.47260872,0.2752063,0.19903125,0.23686437,0.30491307,0.23191486,0.24232352,0.0,0.0
Rab5b,0.0,0.13137041,0.31534454,0.10242342,0.3122199,0.23678279,0.04641962,0.0,0.051812902,0.088778324,0.11363585,0.111975975,0.11460313,0.07784575,0.076077364,0.08187599,0.09760238,0.06940369,0.05340757,0.055573307,0.06227664,0.061825663,0.058447324,0.06705557,0.026050976,0.04016334,0.04041547,0.05119147,0.093438156,0.095533535,0.06249808,0.039943703,0.018922823,0.048348606,0.020817084,0.04564722,0.020268952,0.023884509,0.0,0.022739172,0.054678615,0.0,0.05312302,0.058096588,0.04851473,0.0,0.0,0.0,0.0,0.0
LOC101822574,0.0,0.0,0.0,0.0,0.0,0.0,0.14149192,0.0,0.4799105,0.91419464,1.162494,1.383786,1.0775108,0.8400614,0.9017248,1.2066286,1.4564296,1.485459,1.342899,1.2015224,1.2169867,0.82664925,0.6937631,0.6762794,0.6376976,0.722509,0.4577988,0.7711088,0.5184412,0.661905,0.62023616,0.51497024,0.77402264,0.8272869,0.792087,0.75303936,0.46782357,0.5548789,0.49123967,0.6704559,0.6511081,0.5026644,0.81867355,0.76604855,0.61647284,0.8666008,1.3796476,1.1028659,1.4187558,0.0
Ubl3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0438439,0.12010517,0.26745138,0.3074423,0.18491593,0.15188688,0.12240143,0.14291257,0.15487853,0.1488535,0.11668081,0.13750848,0.115179524,0.0709855,0.09455481,0.106036134,0.096282504,0.14380075,0.10293225,0.1814628,0.13914844,0.07142452,0.10763993,0.071902506,0.1031711,0.1347204,0.06830272,0.108605064,0.07785508,0.072192624,0.0695617,0.07645653,0.08205576,0.09398684,0.13307717,0.10877936,0.09905402,0.1503603,0.23023352,0.32154804,0.34993818,0.0
LOC121133991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11909925,0.16560297,0.154235,0.10345997,0.06828421,0.06813084,0.08795959,0.13250923,0.12987842,0.077533334,0.0903744,0.09010592,0.067367375,0.06438057,0.04841686,0.04917088,0.04402347,0.08539331,0.040646628,0.06445532,0.054117627,0.022265755,0.033625767,0.051185187,0.017603273,0.033776518,0.0,0.0,0.009434852,0.0,0.043479364,0.012985073,0.0,0.0,0.018605223,0.0,0.0,0.0,0.0,0.0,0.0
Hscb,0.0,0.0,0.060371816,0.058517735,0.16650625,0.12549761,0.044820562,0.11041244,0.17036635,0.12962978,0.14058404,0.17757839,0.096773505,0.09635704,0.09731832,0.10916795,0.12692584,0.12733057,0.1279575,0.098153286,0.13258962,0.09610669,0.06693254,0.036752146,0.036148153,0.06317186,0.054539025,0.036174,0.025253015,0.052734975,0.062197033,0.04491769,0.043010924,0.06500847,0.053342253,0.037720155,0.056687538,0.038443066,0.027029203,0.0,0.02099743,0.012027971,0.078603454,0.03675083,0.03349629,0.08795093,0.041926675,0.0,0.0,0.0
Acbd5,0.43550077,0.0,0.0653548,0.05193822,0.088359356,0.0,0.0,0.0,0.029799959,0.049152732,0.059205305,0.07067486,0.034799684,0.018858507,0.01994603,0.025252007,0.018208139,0.01981081,0.021589302,0.030911535,0.006689886,0.0071736337,0.01825565,0.013560361,0.015421936,0.01350367,0.012415496,0.0,0.009427557,0.013322099,0.010487032,0.0,0.0,0.0,0.025125856,0.0,0.0,0.013053826,0.0,0.0,0.025843266,0.0,0.011747765,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tle5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07378705,0.094287954,0.09556486,0.11453176,0.07017532,0.08021069,0.07304817,0.10521255,0.13176778,0.08247132,0.08488095,0.06721796,0.0748627,0.051696166,0.047682304,0.046074655,0.018782921,0.029611092,0.028204313,0.020530837,0.0,0.017358504,0.009104753,0.0,0.009076829,0.010978343,0.0,0.011229088,0.0,0.0,0.0,0.0,0.0,0.014827051,0.010773431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown_gene_9840,0.78485817,0.7371086,0.8287668,0.55360425,0.74007356,0.6505871,0.6365259,0.18162224,0.53456384,0.46114722,0.30918443,0.24515669,0.32546416,0.38285065,0.3154091,0.2451753,0.1956228,0.1930024,0.20904182,0.23961984,0.2774871,0.35488114,0.34932446,0.30320856,0.39993045,0.33283585,0.26764965,0.24437685,0.37147373,0.18213509,0.31585085,0.23049435,0.23633626,0.2622202,0.18115501,0.14821742,0.1361582,0.13110879,0.10899576,0.11191422,0.10919946,0.13934009,0.09762855,0.13418524,0.08724233,0.1322104,0.0,0.30917954,0.0,1.0284929
LOC101824959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04995496,0.1219473,0.14360866,0.098921396,0.06344536,0.056525245,0.08403519,0.09597429,0.107694246,0.07498422,0.07573369,0.08341939,0.028028134,0.03207339,0.055450037,0.02310907,0.0469343,0.0,0.046667837,0.044531994,0.04320242,0.0,0.0,0.04299577,0.032781348,0.030841092,0.019950295,0.0,0.017897738,0.0,0.011614649,0.0,0.0,0.03310754,0.0155144865,0.01954181,0.0,0.0,0.0,0.0,0.0
Pcm1,0.0,0.34961542,0.30653533,0.2047219,0.07224311,0.262365,0.2911735,0.10370352,0.15727694,0.13216904,0.12693429,0.10083917,0.08625344,0.08108683,0.07693552,0.08829031,0.055516385,0.06514107,0.064536884,0.05336175,0.09547867,0.06576711,0.068452336,0.05900928,0.04900934,0.082124986,0.05336181,0.060183387,0.03094822,0.04407424,0.04811324,0.03087718,0.028837955,0.05929509,0.014030462,0.030115426,0.038268812,0.017162554,0.025929568,0.017287236,0.006507084,0.01113697,0.019789115,0.043847512,0.08878376,0.0,0.11787391,0.0,0.10451657,0.0
Wdr45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12263893,0.1322211,0.13614818,0.09797898,0.082155265,0.06627333,0.098523505,0.09525821,0.09073925,0.13372767,0.08835225,0.109171204,0.0558967,0.062540755,0.062404938,0.022498515,0.043479133,0.020556372,0.028491419,0.048736546,0.06173272,0.036127776,0.017877385,0.029508106,0.01776485,0.010972476,0.0,0.0,0.015955392,0.013705102,0.0,0.013656775,0.0,0.012899802,0.0,0.0,0.0,0.0,0.16595921,0.0,0.0
Ezr,0.0,0.0,0.10690334,0.0,0.025197338,0.12739272,0.14463492,0.24314672,0.27576482,0.33129856,0.65839493,0.5572451,0.42981386,0.34958377,0.3306746,0.3276437,0.35249045,0.33426383,0.35187808,0.3979605,0.349874,0.36024648,0.32188886,0.3130807,0.26854062,0.30496636,0.34083542,0.2949664,0.2661318,0.35424003,0.3257422,0.23584968,0.25516993,0.37391183,0.29359916,0.23922813,0.30471608,0.22299202,0.22013775,0.22825131,0.28811538,0.2609387,0.16218482,0.23892683,0.17072544,0.2648356,0.21913436,0.0,0.18507397,0.0
Ppp1r10,0.43550077,0.97481734,1.2428529,0.92080796,0.81994265,0.60623187,1.1813469,0.5136186,0.49095875,0.57889277,0.5027015,0.5768152,0.541556,0.51281434,0.5590205,0.58170164,0.50439733,0.42679352,0.4213524,0.41067666,0.37028864,0.39237657,0.52089876,0.48775527,0.42650798,0.41751108,0.44624507,0.3871408,0.34858337,0.3542866,0.49517143,0.37146157,0.344452,0.36722383,0.49259773,0.33704698,0.484771,0.42496195,0.47208798,0.4754443,0.4298431,0.4047385,0.2954926,0.34167936,0.38234192,0.5685306,0.29093978,0.20570451,0.7494745,1.0284929
LOC101841805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18366271,0.24962032,0.3008253,0.34954768,0.2630573,0.23276123,0.27122024,0.33356842,0.43045923,0.36657962,0.3033697,0.2932255,0.3175147,0.21729217,0.16818477,0.17479195,0.10203758,0.17436554,0.10752113,0.24807246,0.19360678,0.08522707,0.12805536,0.123385996,0.1713779,0.1909649,0.10662147,0.112954855,0.058869243,0.07863773,0.10199574,0.12263333,0.10961766,0.0916808,0.040023062,0.08514701,0.12753208,0.18071291,0.08560964,0.0,0.12923355,0.0
Cdc42se2,0.0,0.11975761,0.09793095,0.16554205,0.24523948,0.13906905,0.39987463,0.119934,0.31030688,0.23859209,0.1270481,0.13635838,0.14275874,0.13970488,0.11114597,0.09444806,0.09034001,0.09119044,0.11371838,0.10728383,0.10919607,0.07317901,0.1023743,0.095351346,0.07709964,0.13785133,0.084188804,0.088809155,0.1221831,0.055527546,0.09000478,0.1077502,0.033600498,0.05738268,0.074542545,0.038929228,0.120616674,0.013026959,0.024954624,0.031881694,0.07574971,0.0754281,0.060637474,0.062569015,0.065416895,0.10148947,0.0,0.0,0.0,0.0
Nudt3,0.0,0.0,0.08813237,0.0,0.03739302,0.10368751,0.044820562,0.0,0.031155685,0.051433355,0.09970788,0.09193522,0.06404207,0.050952822,0.04279078,0.03607594,0.03521338,0.054513883,0.06335374,0.048716165,0.019571597,0.024412837,0.02177569,0.017686134,0.037808884,0.036835182,0.008646515,0.0097729275,0.04082545,0.04490711,0.023244651,0.014917499,0.02503902,0.01190776,0.0,0.047638476,0.0,0.0,0.0,0.009735583,0.013656775,0.0,0.0118485335,0.0,0.018261993,0.0,0.0,0.0,0.0,0.0
LOC101834381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060955644,0.11173635,0.23457924,0.24683629,0.17721748,0.13006021,0.13319534,0.11953013,0.18097156,0.19877532,0.21388823,0.19552995,0.17649288,0.11378432,0.08577021,0.123036206,0.14001562,0.09404725,0.023374477,0.09958032,0.086912155,0.092593625,0.07516157,0.041718546,0.0806822,0.054692034,0.026838543,0.07711224,0.015843336,0.035226975,0.047814287,0.00964318,0.03965218,0.09488297,0.045429587,0.075460345,0.0145462975,0.0545968,0.09000043,0.15558882,0.0,0.0
Rfx2,0.0,0.0,0.17027642,0.049740244,0.07024011,0.03915692,0.12685247,0.142131,0.08509784,0.053516284,0.03911043,0.033511035,0.019431716,0.032785863,0.0203676,0.010304261,0.01459813,0.01767497,0.028075336,0.011470499,0.017183792,0.015738426,0.016110552,0.0079361545,0.0,0.01598228,0.0,0.0,0.0,0.0,0.0,0.0,0.0055359346,0.0,0.0,0.0,0.006043911,0.0,0.0,0.0,0.0104473755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
