genes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
Fam217b,0.0,0.0,0.05262188,0.051760808,0.04704577,0.0,0.044820562,0.06120325,0.07337451,0.0558312,0.02652365,0.021984968,0.035140052,0.031080091,0.023067772,0.021877626,0.022584805,0.029713541,0.025392419,0.034159508,0.03987031,0.016823113,0.03719357,0.018515466,0.00527403,0.03269797,0.035948675,0.020091243,0.030479487,0.0207806,0.01728031,0.008674296,0.01903708,0.048503242,0.024561437,0.03501707,0.012656326,0.017539294,0.010446347,0.021559,0.020754993,0.011649653,0.013963639,0.012605711,0.0,0.0,0.0,0.0,0.0,0.0
Trim11,0.0,0.0,0.087229334,0.06097992,0.0,0.0,0.0,0.0,0.027634723,0.023018964,0.02079579,0.02639448,0.023688773,0.015877571,0.011015619,0.019870456,0.033913113,0.02051426,0.009061518,0.038995832,0.013838773,0.010460621,0.01795602,0.021873647,0.0,0.018703913,0.0070486264,0.028259445,0.014238288,0.0,0.016297799,0.013087599,0.007163221,0.0,0.020017153,0.010233499,0.0,0.022581851,0.011686239,0.0075449524,0.009354715,0.0,0.0,0.012249459,0.0,0.0,0.0,0.0,0.12923355,0.0
Rabep2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021401966,0.034068983,0.033589944,0.039170895,0.020977195,0.017215643,0.018713266,0.039271273,0.04759365,0.054723017,0.025104728,0.058964204,0.01648227,0.021034537,0.027426008,0.022212118,0.017823,0.019118585,0.010056516,0.01773502,0.019875579,0.0,0.0,0.014971615,0.010539756,0.010518547,0.0089291595,0.0,0.065437116,0.010181775,0.0,0.0086741485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faap20,0.0,0.1318458,0.20004657,0.14841117,0.0,0.13774881,0.15876278,0.07140816,0.062658176,0.13550638,0.06058459,0.06316598,0.06198999,0.077607974,0.100305386,0.08212562,0.080759175,0.07669271,0.06253484,0.056617036,0.055183716,0.06943895,0.06984629,0.06956025,0.06613067,0.07028735,0.118855245,0.074026406,0.07917704,0.046373025,0.09070716,0.0844191,0.04588521,0.052222542,0.056402,0.055574737,0.03573584,0.08483001,0.06222163,0.026304636,0.039827716,0.08889673,0.04952446,0.070755824,0.016925888,0.021073101,0.0,0.0,0.0,0.0
Nr2c2,0.0,0.11975761,0.0,0.0,0.03859812,0.06621883,0.0,0.0,0.0,0.071422435,0.026797086,0.053123508,0.03531065,0.042258747,0.03036396,0.02225413,0.035236616,0.03827217,0.033612408,0.020290636,0.03471611,0.046231136,0.015996855,0.04449861,0.024436448,0.04233778,0.02069794,0.056629356,0.015486576,0.060092144,0.02783938,0.02180445,0.03660143,0.016087824,0.011955179,0.03292828,0.012546843,0.018988129,0.0,0.042784933,0.021044496,0.0,0.013597537,0.0140799545,0.022102546,0.113734305,0.0,0.0,0.0,0.0
Pex19,0.0,0.0,0.15478271,0.05193822,0.119933516,0.13205366,0.0,0.13758245,0.0491928,0.04975822,0.043799687,0.047917962,0.03174435,0.04487854,0.038046215,0.044627592,0.04755217,0.04807463,0.031930894,0.03905033,0.028024517,0.032813836,0.07310054,0.033568803,0.03853204,0.028204879,0.06326187,0.04103701,0.02053079,0.03564365,0.043776914,0.03860796,0.026144892,0.029033786,0.02619366,0.0076307463,0.039249223,0.013726493,0.050972346,0.03575291,0.020204566,0.036662485,0.028663907,0.037841137,0.029022904,0.0,0.04766367,0.0,0.0,0.0
Mrpl49,0.43550077,0.0,0.06583245,0.0,0.0,0.06621883,0.057498805,0.0,0.036610965,0.049204864,0.083922476,0.09726958,0.07600665,0.050212342,0.06926477,0.072853774,0.08145681,0.114114955,0.09670047,0.064152874,0.09690649,0.04318444,0.036639854,0.07847818,0.058821406,0.026178649,0.043982837,0.02026225,0.05726043,0.053742576,0.052084293,0.039193835,0.0891858,0.07846502,0.055774465,0.042513177,0.048019234,0.048655048,0.05136327,0.019023871,0.0236865,0.039399456,0.044684067,0.031179797,0.04970132,0.07724658,0.0,0.2717824,0.0,0.0
Ncor2,0.0,0.0,0.10034576,0.13417318,0.08096257,0.062849455,0.106470145,0.12395962,0.0,0.013752491,0.022051072,0.015260044,0.018271271,0.025796961,0.017652364,0.01132893,0.012261045,0.020412803,0.01210529,0.01158398,0.011412117,0.018065842,0.026018837,0.02311702,0.007293713,0.02105176,0.02752455,0.029787425,0.014850643,0.02521283,0.02986943,0.020510968,0.0068927817,0.03140416,0.021758618,0.008872872,0.010882803,0.016814597,0.0,0.0,0.0,0.023033842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nono,0.0,0.0,0.12383704,0.18430485,0.20533143,0.062849455,0.109544575,0.2288771,0.08404207,0.11881502,0.065981925,0.047593657,0.06139567,0.07946149,0.06332871,0.057239026,0.056667127,0.053914074,0.06874938,0.06382697,0.04800209,0.059391893,0.050853126,0.09494112,0.06757911,0.061396286,0.058089092,0.039970376,0.043083746,0.07552969,0.07379139,0.040652856,0.011708674,0.0204865,0.043531403,0.08140471,0.040172234,0.044455197,0.078233115,0.050408658,0.030076895,0.03503672,0.10834956,0.08121672,0.0736106,0.020673618,0.0,0.0,0.0,1.0284929
Hsd17b12,0.0,0.11975761,0.0,0.041779693,0.0,0.0,0.0,0.0,0.0,0.029906234,0.022531584,0.018673267,0.018201856,0.020494746,0.022266239,0.021669118,0.010302274,0.019440973,0.010886504,0.01506667,0.011294475,0.018776841,0.021592567,0.03224815,0.028628204,0.005706513,0.0055532623,0.023371346,0.029518887,0.015970146,0.010548029,0.008180862,0.026672151,0.028717168,0.0076465495,0.019731885,0.02235305,0.023165494,0.008014366,0.0,0.0,0.011107843,0.018482616,0.0,0.0,0.026679361,0.0,0.0,0.0,0.0
Jup,0.0,0.0,0.0,0.0,0.03480555,0.07380876,0.0,0.068556815,0.023804849,0.014200699,0.008688574,0.012937408,0.019027907,0.01034283,0.009433127,0.005069981,0.008900472,0.00592551,0.0060969433,0.012392772,0.013291354,0.0077133686,0.0,0.004867657,0.012747721,0.008026911,0.0078034094,0.010795244,0.0,0.018966138,0.0,0.009439163,0.007533973,0.007610856,0.0,0.0,0.013853248,0.0,0.0,0.017084971,0.010142105,0.021936135,0.013086933,0.0,0.0,0.021579972,0.0,0.1171767,0.0,0.0
Atraid,0.0,0.0,0.050338738,0.050662618,0.0,0.0,0.08898961,0.0,0.053970646,0.02505259,0.024319887,0.030816294,0.014656898,0.01339946,0.021623025,0.031300187,0.026836772,0.032748688,0.018166905,0.032038156,0.033429973,0.01357131,0.012232098,0.019724965,0.012964629,0.02632561,0.01621838,0.045283433,0.016357314,0.0,0.01866707,0.027779985,0.01250629,0.0,0.029223733,0.0,0.011951173,0.01306816,0.0115074115,0.009066521,0.00968691,0.0,0.0,0.0,0.0,0.0,0.036964536,0.0,0.0,0.0
Vps35,0.0,0.0,0.30948818,0.15866587,0.1517015,0.1758968,0.055609968,0.07051064,0.080908164,0.12796277,0.13816233,0.13884836,0.12976593,0.096302316,0.082237355,0.108068794,0.10857338,0.059649136,0.09991975,0.0952108,0.087510146,0.079872504,0.06497732,0.071178064,0.12972093,0.06584438,0.08737139,0.13943307,0.09010056,0.094739705,0.107900105,0.065959215,0.10525469,0.11010513,0.11769735,0.07306929,0.1598705,0.11735004,0.10260637,0.09447567,0.033874657,0.07325942,0.13037574,0.14467649,0.0975564,0.04971897,0.14550607,0.1347803,0.12729841,0.0
Ttc5,0.0,0.0,0.057529863,0.041779693,0.10182266,0.070879765,0.044820562,0.0,0.036610965,0.016665552,0.022401605,0.028581133,0.030284666,0.01945014,0.02134402,0.020195454,0.020771924,0.018238641,0.031027438,0.024861662,0.024560016,0.02713247,0.021009278,0.019104885,0.013693009,0.021882784,0.035100054,0.023714084,0.021163616,0.007970067,0.016874218,0.027666807,0.0,0.0,0.006150712,0.041849554,0.024054397,0.00923278,0.00819475,0.017926296,0.0,0.02303213,0.011262359,0.0,0.049145337,0.0,0.0,0.0,0.0,0.0
Srek1,0.0,0.13137041,0.0,0.095784634,0.09017574,0.0,0.055609968,0.061886594,0.13500062,0.020945521,0.031294126,0.05211579,0.048888344,0.038244296,0.041749507,0.030397665,0.03865168,0.029767478,0.04130327,0.029152935,0.015350607,0.016688224,0.031025445,0.0157399,0.032862697,0.038510535,0.062594324,0.052276365,0.02925602,0.031571895,0.03590302,0.03621156,0.026673812,0.041108523,0.06254254,0.019656947,0.03943306,0.054540515,0.020173594,0.008948499,0.02034073,0.0384656,0.049219918,0.02838786,0.017283453,0.0,0.0729187,0.0,0.0,0.0
Abi1,0.0,0.3294675,0.41930628,0.37442958,0.25550914,0.23243676,0.11511612,0.26769555,0.10493299,0.18425556,0.16550393,0.17237902,0.16935965,0.16232799,0.14356877,0.16514586,0.15907139,0.1594217,0.15657002,0.13164407,0.1497661,0.10305341,0.14884818,0.10277815,0.17906888,0.13567622,0.14493586,0.14002796,0.08693776,0.16724956,0.24192363,0.15298513,0.123277,0.14003034,0.2070762,0.15100312,0.14338137,0.12663762,0.08507845,0.11241487,0.17575727,0.14710686,0.16466297,0.15475363,0.16238554,0.14007854,0.09039193,0.19958937,0.3654046,0.0
Pex6,0.0,0.102447025,0.035407245,0.14218256,0.07692934,0.062849455,0.0,0.0,0.022012942,0.00752886,0.040281113,0.02942541,0.01934627,0.020870952,0.0107412655,0.0191651,0.023047157,0.02939228,0.025277657,0.022945818,0.02081534,0.008347334,0.02924132,0.0,0.04364107,0.012656421,0.029172482,0.032631103,0.0,0.006577279,0.01586621,0.013055515,0.028306914,0.0144289415,0.0067902533,0.027115779,0.050261308,0.008830544,0.0,0.018353622,0.02389352,0.007272145,0.007173122,0.0,0.0,0.02353374,0.0,0.0,0.0,0.0
Rabl6,0.0,0.102447025,0.035407245,0.10366118,0.03480555,0.0,0.10293456,0.0,0.06460682,0.05709802,0.07228708,0.06283193,0.059474695,0.052029006,0.035743184,0.05591186,0.059440453,0.05390944,0.057105172,0.079842985,0.065159395,0.058644313,0.043461747,0.050987367,0.043481693,0.04171948,0.05513035,0.04360315,0.0315862,0.018005535,0.04481316,0.008687914,0.03265683,0.06855485,0.06689363,0.009403867,0.04993057,0.039918464,0.01763632,0.045297522,0.044234984,0.06464907,0.039544173,0.052161317,0.023271438,0.0,0.0,0.0,0.0,1.0284929
Rcan3,0.0,0.13137041,0.05800459,0.051760808,0.050099947,0.062849455,0.0,0.068556815,0.01653958,0.008745969,0.024380807,0.013403472,0.013309529,0.01016073,0.0154043045,0.012722484,0.013326826,0.004548413,0.020572089,0.013374154,0.010660972,0.010649658,0.008135493,0.017684773,0.012616446,0.022309078,0.021452507,0.01502018,0.020812854,0.019213654,0.021611119,0.0,0.004163177,0.012803703,0.012597317,0.0,0.0,0.0076487376,0.0,0.013127557,0.0183207,0.0,0.013086933,0.0,0.0,0.0,0.0,0.0,0.0,1.0284929
Usp33,0.0,0.59817463,0.10935195,0.04665322,0.10202377,0.0,0.14459956,0.11041244,0.027634723,0.17698853,0.15214415,0.17471966,0.14214942,0.109947205,0.0885309,0.13205513,0.107659295,0.09773369,0.111461006,0.09675337,0.12308607,0.13705078,0.0643215,0.08733626,0.14534885,0.09943273,0.0571575,0.12685195,0.09974067,0.1423374,0.16345964,0.08437674,0.10081691,0.15699327,0.1605202,0.09743474,0.07392063,0.12933809,0.15278514,0.13627243,0.111376435,0.10113643,0.108776174,0.04541413,0.14762813,0.10021309,0.14866997,0.16595921,0.42155087,0.0
Pcna,0.0,0.0,0.0,0.0,0.0,0.0,0.062591136,0.0,0.0,0.07166738,0.08395192,0.08962056,0.06076382,0.06466807,0.04035504,0.058176745,0.06466283,0.06848304,0.06983375,0.04534461,0.039451253,0.036150154,0.032354146,0.06658488,0.029349033,0.080350064,0.061400305,0.074616395,0.011783959,0.06445182,0.024300132,0.042814057,0.07167478,0.040308654,0.039842714,0.045575812,0.018188933,0.02082426,0.059063498,0.016113304,0.11191194,0.066259615,0.02266367,0.06466422,0.050687425,0.034976877,0.13844201,0.0,0.2538288,0.0
Rtn4,0.0,0.15475097,0.16496262,0.3527107,0.13221663,0.13276698,0.20631343,0.17369631,0.23894054,0.16230522,0.2661188,0.22194435,0.17903453,0.18594094,0.15662315,0.14647864,0.17524672,0.179588,0.13925561,0.16004542,0.116921745,0.13288864,0.16527653,0.17023857,0.16841066,0.17259775,0.161969,0.19275951,0.24355215,0.1629396,0.18758029,0.16887452,0.15504982,0.23947844,0.15705605,0.16972409,0.18417002,0.21829425,0.11902369,0.124648295,0.17158185,0.1221998,0.19670358,0.12773517,0.28569874,0.15803277,0.15513393,0.1347803,0.0,0.0
Ndufc1,1.1974883,0.7513252,0.30901977,0.21284153,0.20063443,0.26246402,0.37982634,0.38393334,0.10315024,0.1819576,0.15778567,0.1495224,0.15140915,0.14497834,0.1195942,0.1363638,0.13961242,0.13368677,0.16733003,0.12637454,0.15348963,0.12809785,0.1416619,0.079506084,0.123500824,0.13303451,0.16267355,0.11023418,0.19579583,0.10648281,0.20387316,0.16102268,0.09301626,0.13506317,0.10559169,0.08171304,0.20845848,0.20290004,0.07313414,0.13557453,0.12772581,0.15186462,0.14851739,0.15244046,0.11820341,0.113367245,0.11930211,0.0,0.0,0.0
Rpl36,1.1974883,0.49825642,0.49686736,0.6239356,0.84260064,0.72216505,0.95443976,0.94793254,0.5700011,0.6698519,0.6170589,0.6372953,0.62564325,0.5624857,0.55657965,0.61700684,0.66414815,0.68862015,0.6444966,0.69075304,0.7167568,0.5259497,0.52365273,0.52941877,0.5399941,0.62443125,0.6618736,0.6867611,0.59239453,0.6633387,0.7014727,0.55372286,0.68384534,0.79923415,0.70132774,0.5132649,0.59715885,0.5846267,0.53623074,0.47557268,0.37984124,0.36982214,0.5660085,0.5147405,0.4848845,0.40474603,0.32991,0.48272195,0.27930573,0.0
Sla,0.0,0.23429282,0.29199725,0.2520893,0.16936496,0.09628222,0.31561968,0.07391909,0.21279834,0.21075895,0.18827215,0.20529705,0.23330127,0.24206978,0.2690385,0.24210665,0.22040315,0.22915262,0.25605255,0.22986518,0.23571686,0.2760904,0.25584206,0.26001006,0.29960203,0.36409292,0.36699513,0.31815255,0.23734099,0.25048926,0.31740284,0.24045207,0.12679406,0.114611804,0.13366939,0.12919089,0.1256382,0.17477083,0.1041139,0.07254157,0.120095305,0.11685303,0.103054784,0.13454033,0.16395377,0.10626665,0.23563674,0.29036912,0.0,0.0
Armc1,0.0,0.0,0.035407245,0.0,0.03739302,0.0,0.10293456,0.08898587,0.01653958,0.018083325,0.011048043,0.022310648,0.020729981,0.016726809,0.018755022,0.023699922,0.01793069,0.015571511,0.01894492,0.019891242,0.01623247,0.0073506897,0.007776266,0.011115147,0.0,0.012853684,0.019002654,0.029891592,0.0078088427,0.0,0.0,0.015634997,0.004163177,0.017782098,0.006642841,0.022625536,0.025271563,0.008462887,0.008295448,0.012776691,0.012473886,0.0,0.030220203,0.032576587,0.014814621,0.026346698,0.0,0.0,0.0,0.0
Fam160b1,0.6646775,0.13137041,0.25020492,0.08644535,0.2761071,0.28812057,0.20345524,0.067262255,0.07547125,0.064847566,0.041739173,0.023042183,0.044287656,0.050477352,0.04645063,0.0440815,0.038514953,0.044602018,0.030316144,0.039989464,0.02869843,0.062490404,0.06526609,0.07570642,0.036963627,0.051238302,0.08127198,0.06113119,0.024904804,0.027528195,0.045335278,0.04246965,0.043911025,0.040772114,0.030711748,0.03064145,0.06148238,0.030755922,0.052393515,0.0320647,0.009948199,0.013362156,0.01377221,0.021177564,0.01187143,0.0,0.0,0.0,0.0,0.0
Rps6kb2,0.0,0.11975761,0.0,0.0,0.0,0.0,0.0,0.0,0.06442137,0.012887697,0.07091173,0.037981182,0.04541479,0.02574075,0.033287287,0.044810507,0.049504012,0.03910496,0.036458284,0.032119628,0.026182342,0.02309808,0.024948765,0.022946557,0.034521356,0.031769913,0.044200808,0.048348416,0.05774955,0.0,0.015862713,0.042540222,0.042747054,0.03240468,0.014782872,0.0,0.013090535,0.026833866,0.023430612,0.029755216,0.025550986,0.02607714,0.0,0.013019522,0.016925888,0.0,0.0,0.0,0.0,0.0
Orc3,0.0,0.0,0.05182209,0.04665322,0.03859812,0.0,0.056634977,0.0703202,0.10053372,0.041505232,0.052688085,0.034278758,0.024578234,0.029367415,0.038919225,0.027910432,0.025614005,0.042482488,0.026938433,0.020075377,0.049146324,0.02175172,0.011537958,0.01825716,0.014731271,0.009209378,0.021383543,0.021498114,0.025614738,0.032941055,0.016399922,0.061880976,0.018732075,0.039178945,0.062184412,0.008336139,0.048536826,0.009421278,0.0,0.026790937,0.0,0.023993328,0.05842205,0.011288751,0.049769573,0.0209567,0.0,0.0,0.0,0.0
Phpt1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03727526,0.021623151,0.025065925,0.024280367,0.021361105,0.020417606,0.016240433,0.021099977,0.030102955,0.020926645,0.008403549,0.030723652,0.0050652823,0.028571323,0.0060137063,0.012893054,0.028839985,0.011557501,0.024283908,0.037108675,0.009748783,0.03707812,0.01126173,0.0,0.021845905,0.015928257,0.008336139,0.024573803,0.0,0.010305823,0.006279157,0.02279751,0.0,0.0146788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stag1,0.0,0.0,0.24466686,0.0,0.0,0.0,0.0,0.042728025,0.0,0.04967451,0.031995393,0.032138728,0.022038432,0.025793532,0.024778007,0.025383996,0.025409458,0.0427136,0.02105479,0.020417001,0.020595942,0.013662009,0.0339658,0.013521918,0.016534274,0.028935678,0.023159,0.019076863,0.012288315,0.018105334,0.026591107,0.042092327,0.0,0.022982847,0.008894786,0.008336139,0.011951173,0.04816642,0.02087917,0.0183574,0.0,0.01227781,0.016259588,0.0,0.0145462975,0.0,0.0860708,0.0,0.0,0.0
B3gat3,0.0,0.0,0.14648782,0.09371791,0.09250141,0.26832798,0.08932317,0.25544578,0.19553831,0.22975385,0.21562926,0.19698532,0.1794852,0.114719674,0.14288819,0.1475372,0.16312018,0.21192898,0.19296245,0.21615204,0.19837013,0.15181243,0.13791353,0.12645827,0.13076419,0.16889499,0.10260877,0.18043207,0.18014455,0.14271446,0.14695111,0.10030826,0.119757906,0.18667248,0.19347157,0.1905817,0.06782291,0.14580156,0.060243025,0.18831235,0.12555218,0.089316,0.18661448,0.115629405,0.08576184,0.12283762,0.2316109,0.0,0.22025119,0.0
Npepps,0.0,0.102447025,0.059258483,0.09708876,0.1998927,0.0,0.21045242,0.0,0.14666793,0.09585527,0.12954858,0.13837689,0.122129284,0.09486704,0.08324501,0.08877151,0.080307186,0.09465179,0.13357037,0.09304266,0.13028343,0.09757818,0.09787335,0.094658665,0.049455404,0.13403347,0.08500527,0.12919728,0.0333056,0.11568679,0.07279891,0.031148657,0.072565705,0.04339849,0.084793575,0.08656106,0.1470969,0.061167147,0.09062889,0.06788552,0.1297829,0.09845729,0.08453417,0.071101174,0.065030046,0.13305408,0.09007499,0.0,0.0,0.0
Tmem184c,0.0,0.0,0.08574598,0.05193822,0.047690414,0.03915692,0.056391045,0.06120325,0.039845962,0.012181078,0.012558346,0.018194862,0.021060612,0.015571471,0.015357661,0.017020276,0.008288432,0.013937686,0.018698566,0.0076560276,0.009704563,0.010896,0.024921399,0.024468685,0.004571835,0.0,0.031084327,0.0,0.013673897,0.013819243,0.023238664,0.020981004,0.010392461,0.012615231,0.006966152,0.0,0.0,0.0,0.021834057,0.0076907887,0.021351913,0.013100066,0.011764909,0.0,0.030731332,0.0,0.038982697,0.0,0.0,0.0
Rbms2,0.0,0.0,0.0,0.049394947,0.025197338,0.13577461,0.0,0.2684973,0.023306387,0.004863383,0.018210836,0.019422326,0.015769463,0.017028676,0.023438578,0.028260872,0.018930992,0.021493146,0.021083174,0.021683618,0.019620413,0.0113200005,0.014212793,0.019742604,0.026539404,0.024256207,0.015808947,0.011228841,0.013701315,0.016854879,0.016111977,0.0,0.016383119,0.0,0.013841409,0.010958426,0.0,0.0,0.00715397,0.022962192,0.019123873,0.0,0.012659676,0.013595386,0.0,0.0,0.0,0.0,0.0,0.0
Eif4a2,0.0,0.48927212,0.0,0.21334097,0.14628007,0.0,0.134397,0.20491353,0.18866672,0.11229041,0.11788942,0.10005438,0.109415926,0.13241932,0.09400005,0.120948516,0.11408106,0.12012235,0.13231939,0.10940254,0.11557784,0.08369069,0.10838128,0.10208949,0.09354088,0.07767842,0.10742305,0.13408175,0.09216563,0.09995286,0.08233085,0.067787215,0.09797722,0.05737936,0.11976472,0.033129767,0.05281902,0.099971876,0.08560524,0.1038806,0.084776856,0.08058573,0.09941545,0.07180252,0.048709027,0.13127252,0.121309705,0.27702075,0.25127533,0.0
Rps19,0.6646775,0.34546906,0.5985658,0.40496153,0.5211697,0.4204065,0.7929841,0.88280934,0.3849355,0.47556207,0.59101796,0.5277805,0.554659,0.44366083,0.5196568,0.5245049,0.55333436,0.592707,0.50667423,0.43017995,0.39698786,0.32615972,0.34373322,0.32256636,0.44589186,0.40348333,0.5789537,0.6063749,0.5799115,0.44027245,0.58115125,0.47345152,0.5786654,0.5385522,0.5335198,0.42708167,0.4545235,0.5678812,0.512765,0.6446602,0.5830286,0.6578696,0.59953606,0.5487439,0.47104588,0.539938,0.6733061,0.18641491,0.8979896,1.8548193
Cdkn2aip,0.43550077,0.35357252,0.15960425,0.14974341,0.16047712,0.106025964,0.21624641,0.13847272,0.018756779,0.044452023,0.042460192,0.04730801,0.08440206,0.088155575,0.079755,0.06405634,0.05806103,0.06971216,0.05873771,0.060353555,0.056979638,0.08194195,0.05404643,0.106167644,0.07701368,0.091357745,0.09124439,0.052223627,0.042476725,0.05438512,0.08205001,0.07117334,0.08066687,0.03970549,0.09200746,0.033883825,0.10612745,0.055873293,0.027862985,0.026473342,0.036131974,0.0110266255,0.029365456,0.029463824,0.037752964,0.08704238,0.036964536,0.0,0.09978296,0.0
Acox1,0.0,0.1318458,0.0,0.0,0.0,0.0,0.115731314,0.119934,0.072078854,0.032291517,0.0775522,0.078959964,0.046920296,0.047177758,0.035245094,0.0427388,0.055561617,0.042314436,0.03734137,0.05386153,0.041356247,0.024096372,0.043127008,0.03441252,0.025675964,0.030592544,0.024583645,0.0,0.020438084,0.021963125,0.028638713,0.09293716,0.015587066,0.043448832,0.04327507,0.04317856,0.024435904,0.04829359,0.0507561,0.081457965,0.028867759,0.025110152,0.025255477,0.07275025,0.05583119,0.07398277,0.0,0.0,0.122041754,0.0
Atp6v0c,0.0,0.0,0.0,0.0,0.0,0.0,0.108472675,0.0,0.3960533,0.7469147,0.9399741,1.0239633,0.8062748,0.5861106,0.61232686,0.8014448,0.9573866,0.9722818,1.0350598,0.88651913,0.928576,0.6370539,0.5929674,0.65982664,0.61000484,0.695865,0.49804983,0.8694397,0.512175,0.7837126,0.74400055,0.6537013,0.88746077,0.9664398,0.9524343,0.83305526,0.5522596,0.63858557,0.6275644,0.797421,0.7595569,0.73207957,1.0234177,1.0356283,0.8770062,1.1571051,1.6844485,1.124004,1.7806574,0.0
Prkacb,0.0,0.0,0.0,0.0,0.095756814,0.070879765,0.0,0.042728025,0.0,0.035428748,0.031901825,0.021520404,0.02744326,0.017612075,0.008056166,0.013937057,0.01647824,0.020129792,0.018756067,0.00502636,0.022533478,0.015085141,0.024486186,0.015950402,0.013145032,0.0135836555,0.023735018,0.027998455,0.0077020535,0.031016974,0.0,0.0,0.007533973,0.015346209,0.022190852,0.0,0.023339655,0.0,0.023458607,0.008462481,0.016488638,0.011055299,0.01650786,0.011288751,0.0,0.0,0.0,0.0,0.0,0.0
Kansl1,0.0,0.102447025,0.17879666,0.2441848,0.04724109,0.26613995,0.05731367,0.027782613,0.13389963,0.08936301,0.10116676,0.094333954,0.08541828,0.07895267,0.06418265,0.09038975,0.07625216,0.083958,0.05099963,0.08438682,0.09169314,0.09118185,0.07048928,0.0741975,0.04367097,0.07122622,0.095575355,0.07625314,0.07018093,0.04373694,0.08699665,0.064353555,0.08615891,0.058756538,0.108137034,0.058068383,0.114332594,0.10034148,0.0662393,0.050683748,0.020282079,0.05680241,0.037096206,0.027492845,0.04726873,0.0,0.0,0.0,0.0,0.0
Rgcc,0.43550077,0.0,0.14682105,0.23413436,0.11948421,0.19158329,0.108042575,0.231298,0.0892372,0.09073585,0.17820916,0.15085687,0.13810897,0.11694599,0.09196314,0.07819829,0.08644981,0.06636173,0.09162661,0.12631804,0.14243752,0.105937876,0.08970926,0.05530408,0.08174336,0.0683733,0.060183633,0.11136462,0.1191748,0.104273394,0.12512675,0.05171439,0.09815259,0.09571408,0.13641825,0.12223599,0.061619323,0.056598224,0.07756866,0.14562261,0.1891753,0.061875243,0.10894842,0.13684358,0.09549532,0.25482088,0.07066298,0.08852782,0.16848989,0.0
Cd59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017626332,0.029976616,0.01996284,0.011568397,0.01147432,0.01763951,0.009376601,0.02927953,0.026115606,0.017288275,0.0074143787,0.019239286,0.0032526515,0.014917469,0.026237227,0.0,0.018146152,0.0,0.01705294,0.0,0.011392382,0.027437408,0.012199727,0.019092696,0.015432839,0.010972476,0.0,0.015241735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zfp503,0.43550077,0.4774614,0.13353293,0.19001947,0.14090692,0.057125296,0.15071023,0.0,0.054391824,0.05010666,0.042380795,0.03385938,0.0334219,0.038767718,0.02755694,0.024574075,0.02630227,0.016963458,0.017667772,0.050559208,0.039528158,0.047896218,0.07013629,0.05093823,0.03063391,0.024474243,0.008889396,0.045200873,0.038067333,0.027778644,0.036120452,0.01451244,0.009477043,0.019808242,0.015489567,0.0446815,0.009195024,0.0051023457,0.0,0.045177724,0.042248983,0.04651489,0.05629111,0.020295816,0.014763199,0.07064265,0.03526151,0.0,0.10451657,0.0
Nr4a1,0.43550077,0.5511828,0.11188036,0.20872656,0.18699637,0.10537575,0.20238183,0.13589157,0.26449782,0.21880464,0.22801194,0.23798808,0.17574657,0.11112184,0.08025409,0.094475694,0.10181987,0.10064152,0.09346756,0.08303522,0.08708034,0.07336488,0.10153103,0.105099216,0.09698597,0.13088961,0.12524882,0.13696913,0.050734844,0.10862926,0.14162709,0.07243427,0.1642474,0.06934792,0.13258283,0.13834806,0.17706613,0.24131067,0.21855941,0.1860876,0.33696565,0.18819155,0.13411894,0.17416127,0.2289111,0.21466772,0.26596624,0.657513,0.6821477,0.0
Kdm5c,0.0,0.28235438,0.24343568,0.15896253,0.25821063,0.37057394,0.11630702,0.15230128,0.1753661,0.079764366,0.09037831,0.08745695,0.07848868,0.08690844,0.075765334,0.07403895,0.05681219,0.09914617,0.08485332,0.06641485,0.07098957,0.047878414,0.057030972,0.08627632,0.1112095,0.072658546,0.07056429,0.1079957,0.06286291,0.09717391,0.121403456,0.067932464,0.14780766,0.068011016,0.09271256,0.07982434,0.072276,0.07552529,0.032636844,0.058710515,0.050126087,0.049935665,0.0866391,0.05879028,0.04740958,0.08687599,0.033544984,0.0,0.0,0.0
Cntrl,0.43550077,0.35405043,0.40585455,0.22253019,0.18872596,0.19877721,0.09585412,0.15570432,0.1856309,0.11124193,0.08729142,0.101294465,0.06793407,0.08254441,0.0756131,0.11211342,0.11886947,0.09992516,0.117936596,0.09695091,0.08868693,0.121462055,0.0977583,0.11557991,0.133652,0.15687777,0.15416831,0.1706792,0.09544155,0.12639138,0.14548583,0.05813071,0.07230139,0.045563582,0.10165384,0.041940916,0.01268318,0.04812598,0.0,0.018511107,0.0,0.011276902,0.023351371,0.04203067,0.01450467,0.0,0.0,0.0,0.0,0.0
