celltype,Organism,Dosage,Organism_Dosage,Time,replicate,mean_virus_counts,mean_virus_normalized_counts,fraction_virus_positive_cells,cell_counts,cells_with_virus
InterstitialMacrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,1,1.2168949771689497,0.004090450438703254,0.16666666666666666,438,73
InterstitialMacrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,2,2.2264150943396226,0.009557634700762511,0.21293800539083557,371,79
InterstitialMacrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,3,0.647495361781076,0.0035032273237964183,0.21150278293135436,539,114
InterstitialMacrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,1,0.0,0.0,0.0,94,0
InterstitialMacrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,2,0.0,0.0,0.0,125,0
InterstitialMacrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,3,0.0,0.0,0.0,128,0
Lymphatic,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,1,0.0625,0.0022139567835635877,0.0625,16,1
Lymphatic,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,2,0.0,0.0,0.0,2,0
Lymphatic,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,3,0.0,0.0,0.0,2,0
Lymphatic,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,1,0.0,0.0,0.0,7,0
Lymphatic,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,2,0.0,0.0,0.0,3,0
Lymphatic,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,3,0.0,0.0,0.0,9,0
Lymphatic,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,1,0.2,0.01639344262295082,0.2,5,1
Lymphatic,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,2,0.25,0.01152073732718895,0.25,4,1
Lymphatic,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,3,0.16666666666666666,0.006979341150195416,0.16666666666666666,6,1
Lymphatic,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,1,0.27586206896551724,0.00770623600311458,0.1724137931034483,29,5
Lymphatic,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,2,0.0,0.0,0.0,6,0
Lymphatic,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,3,0.0,0.0,0.0,4,0
Lymphatic,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,1,0.4375,0.021298172097311007,0.375,16,6
Lymphatic,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,2,0.0,0.0,0.0,15,0
Lymphatic,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,3,0.0,0.0,0.0,8,0
Lymphatic,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,1,0.1,0.00163398692810457,0.1,10,1
Lymphatic,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,2,0.125,0.0050627784528149,0.125,8,1
Lymphatic,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,3,0.3333333333333333,0.0128763624484567,0.3333333333333333,6,2
Lymphatic,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,1,0.0,0.0,0.0,1,0
Lymphatic,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,2,0.0,0.0,0.0,5,0
Lymphatic,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,3,0.0,0.0,0.0,7,0
Lymphatic,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,1,0.0,0.0,0.0,9,0
Lymphatic,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,2,0.0,0.0,0.0,12,0
Lymphatic,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,3,0.0,0.0,0.0,9,0
Mast cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,1,0.034482758620689655,0.0013543895766178174,0.034482758620689655,29,1
Mast cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,2,0.0,0.0,0.0,56,0
Mast cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,3,0.0,0.0,0.0,46,0
Mast cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,1,0.0,0.0,0.0,3,0
Mast cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,2,0.125,0.0011341983486072,0.125,8,1
Mast cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,3,0.0,0.0,0.0,9,0
Mast cells,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,1,0.3076923076923077,0.011005373467388283,0.3076923076923077,13,4
Mast cells,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,2,0.27586206896551724,0.006746056810799438,0.2413793103448276,29,7
Mast cells,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,3,0.08333333333333333,0.003031226581383321,0.08333333333333333,24,2
Mast cells,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,1,0.07142857142857142,0.0013752131580394929,0.07142857142857142,14,1
Mast cells,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,2,0.15384615384615385,0.004925556148526722,0.15384615384615385,13,2
Mast cells,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,3,0.0,0.0,0.0,25,0
Mast cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,2,0.0,0.0,0.0,1,0
Mast cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,2,0.0,0.0,0.0,1,0
MonocyticMacrophages,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,1,0.0,0.0,0.0,92,0
MonocyticMacrophages,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,2,0.0,0.0,0.0,62,0
MonocyticMacrophages,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,3,0.0,0.0,0.0,46,0
MonocyticMacrophages,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,1,0.01935483870967742,0.00017335146958283936,0.01935483870967742,155,3
MonocyticMacrophages,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,2,0.02912621359223301,0.00024565484797349566,0.019417475728155338,206,4
MonocyticMacrophages,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,3,0.0,0.0,0.0,112,0
MonocyticMacrophages,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,1,0.23636363636363636,0.0012901515526111437,0.20909090909090908,110,23
MonocyticMacrophages,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,2,0.5080213903743316,0.00265654483282242,0.18181818181818182,187,34
MonocyticMacrophages,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,3,2.591240875912409,0.014882575302658836,0.22627737226277372,137,31
MonocyticMacrophages,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,1,0.2548076923076923,0.0014118504963455984,0.1778846153846154,208,37
MonocyticMacrophages,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,2,1.0362694300518134,0.003895167888853456,0.07772020725388601,193,15
MonocyticMacrophages,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,3,0.039647577092511016,0.00028746251102159954,0.03524229074889868,227,8
MonocyticMacrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,1,0.6873156342182891,0.0062933150682323745,0.23893805309734514,339,81
MonocyticMacrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,2,0.0223463687150838,0.00023052430482749605,0.0223463687150838,358,8
MonocyticMacrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,3,0.012953367875647668,0.00010331455616827437,0.012953367875647668,386,5
MonocyticMacrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,1,0.11464968152866242,0.0008057491631334878,0.040339702760084924,471,19
MonocyticMacrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,2,0.05504587155963303,0.00044570386461292936,0.04036697247706422,545,22
MonocyticMacrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,3,0.2433734939759036,0.002294724382716726,0.16626506024096385,415,69
MonocyticMacrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,1,0.089058524173028,0.000401695187530783,0.022900763358778626,393,9
MonocyticMacrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,2,0.031413612565445025,0.00023804219852981726,0.031413612565445025,382,12
MonocyticMacrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,3,0.060263653483992465,0.0004285909434307074,0.032015065913371,531,17
MonocyticMacrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,1,0.0,0.0,0.0,283,0
MonocyticMacrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,2,0.0,0.0,0.0,264,0
MonocyticMacrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,3,0.0,0.0,0.0,271,0
Myofibroblast,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,1,0.01639344262295082,0.00020628466871713605,0.01639344262295082,61,1
Myofibroblast,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,2,0.0,0.0,0.0,15,0
Myofibroblast,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,3,0.0,0.0,0.0,32,0
Myofibroblast,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,1,0.01818181818181818,0.0002922182285730982,0.01818181818181818,55,1
Myofibroblast,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,2,0.02040816326530612,0.00030432692015070205,0.02040816326530612,49,1
Myofibroblast,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,3,0.0,0.0,0.0,57,0
Myofibroblast,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,1,0.18181818181818182,0.00312184680514945,0.13636363636363635,22,3
Myofibroblast,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,2,0.17777777777777778,0.003495753703663615,0.17777777777777778,45,8
Myofibroblast,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,3,1.2619047619047619,0.04329329108069926,0.14285714285714285,42,6
Myofibroblast,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,1,0.14556962025316456,0.002319576615101084,0.14556962025316456,158,23
Myofibroblast,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,2,0.04,0.00075775166956897,0.04,50,2
Myofibroblast,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,3,0.0,0.0,0.0,33,0
Myofibroblast,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,1,0.27906976744186046,0.007265379833682883,0.16279069767441862,86,14
Myofibroblast,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,2,0.017241379310344827,0.0004869070689168259,0.017241379310344827,58,1
Myofibroblast,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,3,0.0,0.0,0.0,59,0
Myofibroblast,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,1,0.034482758620689655,0.000709229918154869,0.034482758620689655,29,1
Myofibroblast,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,2,0.1,0.00265656649571869,0.075,40,3
Myofibroblast,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,3,0.17857142857142858,0.003998999310001209,0.16071428571428573,56,9
Myofibroblast,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,1,0.0,0.0,0.0,19,0
Myofibroblast,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,2,0.018867924528301886,0.0004871656216964076,0.018867924528301886,53,1
Myofibroblast,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,3,0.01818181818181818,0.0005188875051888746,0.01818181818181818,55,1
Myofibroblast,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,1,0.0,0.0,0.0,37,0
Myofibroblast,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,2,0.0,0.0,0.0,35,0
Myofibroblast,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,3,0.0,0.0,0.0,61,0
NK cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,1,0.011235955056179775,0.0002795709145603326,0.011235955056179775,89,1
NK cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,2,0.0,0.0,0.0,76,0
NK cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,3,0.0,0.0,0.0,164,0
NK cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,1,0.028985507246376812,0.0005603367160557029,0.028985507246376812,69,2
NK cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,2,0.06315789473684211,0.0011739939669175863,0.06315789473684211,95,6
NK cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,3,0.0,0.0,0.0,73,0
NK cells,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,1,0.24778761061946902,0.004919970380975528,0.11504424778761062,113,13
NK cells,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,2,0.391304347826087,0.0057490427042507265,0.21739130434782608,46,10
NK cells,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,3,2.963855421686747,0.034440455470472676,0.2891566265060241,83,24
NK cells,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,1,0.19008264462809918,0.0038195249636436804,0.1487603305785124,121,18
NK cells,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,2,0.04395604395604396,0.0010360149261700187,0.04395604395604396,91,4
NK cells,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,3,0.008130081300813009,0.00013312385612280122,0.008130081300813009,246,2
NK cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,1,0.19736842105263158,0.0021425389570882357,0.11842105263157894,76,9
NK cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,2,0.02631578947368421,0.0006628662335940606,0.02631578947368421,38,1
NK cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,3,0.015873015873015872,0.00026472674904963017,0.015873015873015872,63,1
NK cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,1,0.018404907975460124,0.0002420601752439669,0.018404907975460124,163,3
NK cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,2,0.04864864864864865,0.0007329638378499038,0.04864864864864865,185,9
NK cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,3,0.18699186991869918,0.0033853634200677893,0.17886178861788618,123,22
NK cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,1,0.0043859649122807015,0.00011248948223341096,0.0043859649122807015,228,1
NK cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,2,0.045454545454545456,0.0006571726668535908,0.045454545454545456,176,8
NK cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,3,0.021164021164021163,0.00022511354991439525,0.015873015873015872,189,3
NK cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,1,0.0,0.0,0.0,67,0
NK cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,2,0.0,0.0,0.0,64,0
NK cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,3,0.0,0.0,0.0,76,0
NKT cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,1,0.0625,0.0011253150882247,0.0625,16,1
NKT cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,2,0.0,0.0,0.0,18,0
NKT cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,3,0.0,0.0,0.0,24,0
NKT cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,1,0.07692307692307693,0.0013124565248776156,0.07692307692307693,13,1
NKT cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,2,0.125,0.002851273950225158,0.125,24,3
NKT cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,3,0.0,0.0,0.0,9,0
NKT cells,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,1,0.13333333333333333,0.00221919176484794,0.13333333333333333,15,2
NKT cells,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,2,0.25,0.007170911664456342,0.25,12,3
NKT cells,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,3,34.333333333333336,0.6459705236751333,0.08333333333333333,12,1
NKT cells,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,1,0.1111111111111111,0.0017165319189110335,0.1111111111111111,9,1
NKT cells,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,2,0.1,0.00173761946133797,0.1,10,1
NKT cells,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,3,0.027777777777777776,0.0005572272372673584,0.027777777777777776,36,1
NKT cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,1,0.6,0.00847002210525362,0.6,5,3
NKT cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,3,0.0,0.0,0.0,3,0
NKT cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,1,0.0,0.0,0.0,1,0
NKT cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,2,0.0,0.0,0.0,5,0
NKT cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,3,0.25,0.005861664712778425,0.25,4,1
NKT cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,1,0.0,0.0,0.0,5,0
NKT cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,2,0.0,0.0,0.0,5,0
NKT cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,3,0.0,0.0,0.0,8,0
NKT cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,1,0.0,0.0,0.0,9,0
NKT cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,2,0.0,0.0,0.0,2,0
NKT cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,3,0.0,0.0,0.0,4,0
Neutrophils,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,1,0.016541353383458645,0.0005226363748765786,0.016541353383458645,665,11
Neutrophils,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,2,0.0,0.0,0.0,268,0
Neutrophils,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,3,0.0,0.0,0.0,336,0
Neutrophils,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,1,0.16738197424892703,0.006339508761485692,0.07725321888412018,233,18
Neutrophils,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,2,0.7003367003367004,0.02606928625642231,0.0707070707070707,297,21
Neutrophils,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,3,0.005050505050505051,0.00011655908263339597,0.005050505050505051,198,1
Neutrophils,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,1,3.1252653927813165,0.10727732587708845,0.3747346072186836,942,353
Neutrophils,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,2,3.775831873905429,0.1352775272992831,0.287215411558669,571,164
Neutrophils,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,3,1.7116564417177915,0.0656585736481538,0.3128834355828221,326,102
Neutrophils,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,1,3.220703125,0.1063305765790853,0.240234375,512,123
Neutrophils,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,2,1.420774647887324,0.04688569831115342,0.14788732394366197,1136,168
Neutrophils,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,3,2.7882882882882885,0.07823704212884004,0.1036036036036036,222,23
Neutrophils,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,1,2.266566265060241,0.08719219848081203,0.32831325301204817,664,218
Neutrophils,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,2,0.22737306843267108,0.009807816611479723,0.03532008830022075,453,16
Neutrophils,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,3,0.11444141689373297,0.004213910306400229,0.027247956403269755,367,10
Neutrophils,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,1,0.4540229885057471,0.017349968809316583,0.08908045977011494,348,31
Neutrophils,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,2,0.1488095238095238,0.006874227813532423,0.041666666666666664,168,7
Neutrophils,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,3,1.125,0.05357408783440749,0.19270833333333334,192,37
Neutrophils,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,1,0.13636363636363635,0.0041587672054828355,0.03977272727272727,176,7
Neutrophils,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,2,0.319672131147541,0.011664952115558683,0.06830601092896176,366,25
Neutrophils,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,3,0.40934065934065933,0.01665243347120152,0.07417582417582418,364,27
Neutrophils,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,1,0.0,0.0,0.0,146,0
Neutrophils,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,2,0.0,0.0,0.0,110,0
Neutrophils,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,3,0.0,0.0,0.0,241,0
Plasma cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,1,0.043478260869565216,0.0004043361003400435,0.043478260869565216,23,1
Plasma cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,2,0.0,0.0,0.0,22,0
Plasma cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,3,0.0,0.0,0.0,17,0
Plasma cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,1,0.047619047619047616,0.00017501855196650477,0.047619047619047616,21,1
Plasma cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,2,0.0,0.0,0.0,16,0
