,index,freq,total,organism,time,hamster,dummy,dose,total_log10
276,AT2,0.05467889908256881,1673174.3119266054,Goldhamster,E14,2,Goldhamster_E14,,6.223541188281192
277,InterstitialMacrophages,0.045871559633027525,1403669.7247706421,Goldhamster,E14,2,Goldhamster_E14,,6.1472649328769755
278,Neutrophils,0.04036697247706422,1235229.357798165,Goldhamster,E14,2,Goldhamster_E14,,6.091747605027144
279,Treml4+Macrophages,0.038899082568807336,1190311.9266055042,Goldhamster,E14,2,Goldhamster_E14,,6.075660785133689
280,NK cells,0.02422018348623853,741137.614678899,Goldhamster,E14,2,Goldhamster_E14,,5.869898855410788
281,ILC2,0.02091743119266055,640073.3944954128,Goldhamster,E14,2,Goldhamster_E14,,5.80622977554141
282,Myofibroblast,0.012844036697247707,393027.52293577977,Goldhamster,E14,2,Goldhamster_E14,,5.594422964219194
283,SmoothMuscle,0.010275229357798165,314422.0183486238,Goldhamster,E14,2,Goldhamster_E14,,5.497512951211138
284,Platelets,0.008440366972477064,258275.22935779812,Goldhamster,E14,2,Goldhamster_E14,,5.412082755886511
285,cDC,0.006972477064220183,213357.7981651376,Goldhamster,E14,2,Goldhamster_E14,,5.329108520821747
286,Ciliated,0.004036697247706422,123522.9357798165,Goldhamster,E14,2,Goldhamster_E14,,5.091747605027144
287,Fibroblasts,0.003669724770642202,112293.57798165137,Goldhamster,E14,2,Goldhamster_E14,,5.050354919868918
288,Erythrocytes,0.003669724770642202,112293.57798165137,Goldhamster,E14,2,Goldhamster_E14,,5.050354919868918
289,pDC,0.003669724770642202,112293.57798165137,Goldhamster,E14,2,Goldhamster_E14,,5.050354919868918
290,Plasma cells,0.0029357798165137615,89834.86238532109,Goldhamster,E14,2,Goldhamster_E14,,4.953444906860862
291,Endothelial cells,0.17520601934790397,3574202.794697241,Goldhamster,E14,3,Goldhamster_E14,,6.553179190060888
292,AlveolarMacrophages,0.12970261554998208,2645933.3572196346,Goldhamster,E14,3,Goldhamster_E14,,6.422578901470433
293,Bcells,0.10462199928341097,2134288.785381584,Goldhamster,E14,3,Goldhamster_E14,,6.329253182385686
294,MonocyticMacrophages,0.09709781440343963,1980795.4138301685,Goldhamster,E14,3,Goldhamster_E14,,6.296839621811674
295,T cells,0.09136510211393765,1863848.0831243282,Goldhamster,E14,3,Goldhamster_E14,,6.270410511371223
296,Neutrophils,0.08634897886062343,1761519.1687567178,Goldhamster,E14,3,Goldhamster_E14,,6.245887373512136
297,AT2,0.07416696524543175,1513006.0910068075,Goldhamster,E14,3,Goldhamster_E14,,6.1798406763941856
298,AT1,0.05911859548548907,1206019.347903977,Goldhamster,E14,3,Goldhamster_E14,,6.081354275151174
299,InterstitialMacrophages,0.04586169831601576,935578.6456467216,Goldhamster,E14,3,Goldhamster_E14,,5.971080300585136
300,NK cells,0.028663561447509853,584736.653529201,Goldhamster,E14,3,Goldhamster_E14,,5.766960317929211
301,Myofibroblast,0.02185596560372626,445861.6983160157,Goldhamster,E14,3,Goldhamster_E14,,5.649200165948034
302,Treml4+Macrophages,0.020781082049444642,423934.0738086707,Goldhamster,E14,3,Goldhamster_E14,,5.627298324500205
303,ILC2,0.0200644930132569,409315.6574704407,Goldhamster,E14,3,Goldhamster_E14,,5.612058357943468
304,SmoothMuscle,0.010748835542816195,219276.24507345038,Goldhamster,E14,3,Goldhamster_E14,,5.34099158565693
305,cDC,0.00895736295234683,182730.20422787534,Goldhamster,E14,3,Goldhamster_E14,,5.261810339609306
306,Erythrocytes,0.007165890361877463,146184.16338230026,Goldhamster,E14,3,Goldhamster_E14,,5.1649003266012485
307,Platelets,0.006449301325689717,131565.74704407022,Goldhamster,E14,3,Goldhamster_E14,,5.119142836040574
308,pDC,0.0035829451809387316,73092.08169115013,Goldhamster,E14,3,Goldhamster_E14,,4.863870330937268
309,Ciliated,0.002866356144750985,58473.6653529201,Goldhamster,E14,3,Goldhamster_E14,,4.766960317929211
310,Fibroblasts,0.002866356144750985,58473.6653529201,Goldhamster,E14,3,Goldhamster_E14,,4.766960317929211
311,Plasma cells,0.0025080616266571123,51164.45718380509,Goldhamster,E14,3,Goldhamster_E14,,4.708968370951524
312,Bcells,0.29519353466609954,560867.7158655891,Dwarfhamster,D0,1,Dwarfhamster_D0_no dose,no dose,5.748860442282744
313,T cells,0.21097405359421523,400850.70182900893,Dwarfhamster,D0,1,Dwarfhamster_D0_no dose,no dose,5.602982648318087
314,Endothelial cells,0.11356869417269247,215780.5189281157,Dwarfhamster,D0,1,Dwarfhamster_D0_no dose,no dose,5.334012233192465
315,NK cells,0.07443641003828158,141429.17907273502,Dwarfhamster,D0,1,Dwarfhamster_D0_no dose,no dose,5.150539020514184
316,Treml4+Macrophages,0.07401105912377712,140621.01233517652,Dwarfhamster,D0,1,Dwarfhamster_D0_no dose,no dose,5.148050220110489
317,AT2,0.04381114419396002,83241.17396852403,Dwarfhamster,D0,1,Dwarfhamster_D0_no dose,no dose,4.920338196533062
318,AlveolarMacrophages,0.04253509145044662,80816.67375584858,Dwarfhamster,D0,1,Dwarfhamster_D0_no dose,no dose,4.90750097182789
319,Neutrophils,0.03700552956188856,70310.50616758826,Dwarfhamster,D0,1,Dwarfhamster_D0_no dose,no dose,4.847020224446508
